,branch,variable-name,type
2077,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Mesa WTP,Useful Energy Demand,output
2078,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Mesa WTP,Demand Coproduction,output
2079,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Mesa WTP,Primary Requirements: Allocated to Demands,output
2080,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Mesa WTP,Device Stocks,output
2081,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Mesa WTP,Device Sales,output
2082,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Mesa WTP,Device Retirements,output
2083,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Mesa WTP,Vehicle mileage,output
2084,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Mesa WTP,Stock Average On-road Fuel Economy,output
2085,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Mesa WTP,New Vehicle Rated Fuel Economy,output
2086,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Mesa WTP,Twenty Year GWP Direct At Point of Emissions,output
2087,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Mesa WTP,One_Hundred Year GWP Direct At Point of Emissions,output
2088,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Mesa WTP,Five_Hundred Year GWP Direct At Point of Emissions,output
2089,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Mesa WTP,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
2090,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Mesa WTP,One_Hundred Year GWP Indirect Allocated to Demands,output
2091,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Mesa WTP,Pollutant Loadings,output
2092,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,Total Final Energy Consumption,output
2093,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,Total Activity,output
2094,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,Energy Demand Final Units,output
2095,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,Useful Energy Demand,output
2096,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,Demand Coproduction,output
2097,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,Primary Requirements: Allocated to Demands,output
2098,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,Device Stocks,output
2099,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,Device Sales,output
2100,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,Device Retirements,output
2101,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,Vehicle mileage,output
2102,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,Stock Average On-road Fuel Economy,output
2103,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,New Vehicle Rated Fuel Economy,output
2104,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,Twenty Year GWP Direct At Point of Emissions,output
2105,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,One_Hundred Year GWP Direct At Point of Emissions,output
2106,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,Five_Hundred Year GWP Direct At Point of Emissions,output
2107,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
2108,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,One_Hundred Year GWP Indirect Allocated to Demands,output
2109,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Chandler Gilbert Santan Vista WTP,Pollutant Loadings,output
2110,Demand\Industrial\Water infrastructure\Industrial\SRP,Total Final Energy Consumption,output
2111,Demand\Industrial\Water infrastructure\Industrial\SRP,Energy Demand Final Units,output
2112,Demand\Industrial\Water infrastructure\Industrial\SRP,Useful Energy Demand,output
2113,Demand\Industrial\Water infrastructure\Industrial\SRP,Demand Coproduction,output
2114,Demand\Industrial\Water infrastructure\Industrial\SRP,Primary Requirements: Allocated to Demands,output
2115,Demand\Industrial\Water infrastructure\Industrial\SRP,Device Stocks,output
2116,Demand\Industrial\Water infrastructure\Industrial\SRP,Device Sales,output
2117,Demand\Industrial\Water infrastructure\Industrial\SRP,Device Retirements,output
2118,Demand\Industrial\Water infrastructure\Industrial\SRP,Vehicle mileage,output
2119,Demand\Industrial\Water infrastructure\Industrial\SRP,Stock Average On-road Fuel Economy,output
2120,Demand\Industrial\Water infrastructure\Industrial\SRP,New Vehicle Rated Fuel Economy,output
2121,Demand\Industrial\Water infrastructure\Industrial\SRP,Twenty Year GWP Direct At Point of Emissions,output
2122,Demand\Industrial\Water infrastructure\Industrial\SRP,One_Hundred Year GWP Direct At Point of Emissions,output
2123,Demand\Industrial\Water infrastructure\Industrial\SRP,Five_Hundred Year GWP Direct At Point of Emissions,output
2124,Demand\Industrial\Water infrastructure\Industrial\SRP,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
2125,Demand\Industrial\Water infrastructure\Industrial\SRP,One_Hundred Year GWP Indirect Allocated to Demands,output
2126,Demand\Industrial\Water infrastructure\Industrial\SRP,Pollutant Loadings,output
2127,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution,Total Final Energy Consumption,output
2128,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution,Energy Demand Final Units,output
2129,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution,Useful Energy Demand,output
2130,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution,Demand Coproduction,output
2131,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution,Primary Requirements: Allocated to Demands,output
2132,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution,Device Stocks,output
2133,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution,Device Sales,output
2134,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution,Device Retirements,output
2135,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution,Vehicle mileage,output
2136,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution,Stock Average On-road Fuel Economy,output
2137,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution,New Vehicle Rated Fuel Economy,output
2138,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution,Twenty Year GWP Direct At Point of Emissions,output
2139,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution,One_Hundred Year GWP Direct At Point of Emissions,output
2140,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution,Five_Hundred Year GWP Direct At Point of Emissions,output
2141,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
2142,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution,One_Hundred Year GWP Indirect Allocated to Demands,output
2143,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution,Pollutant Loadings,output
2144,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Peoria Greenway WTP,Total Final Energy Consumption,output
2145,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Peoria Greenway WTP,Total Activity,output
2146,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Peoria Greenway WTP,Energy Demand Final Units,output
2147,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Peoria Greenway WTP,Useful Energy Demand,output
2148,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Peoria Greenway WTP,Demand Coproduction,output
2149,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Peoria Greenway WTP,Primary Requirements: Allocated to Demands,output
2150,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Peoria Greenway WTP,Device Stocks,output
2151,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Peoria Greenway WTP,Device Sales,output
2152,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Peoria Greenway WTP,Device Retirements,output
2153,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Peoria Greenway WTP,Vehicle mileage,output
2154,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Peoria Greenway WTP,Stock Average On-road Fuel Economy,output
2155,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Peoria Greenway WTP,New Vehicle Rated Fuel Economy,output
2156,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Peoria Greenway WTP,Twenty Year GWP Direct At Point of Emissions,output
2157,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Peoria Greenway WTP,One_Hundred Year GWP Direct At Point of Emissions,output
2158,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Peoria Greenway WTP,Five_Hundred Year GWP Direct At Point of Emissions,output
2159,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Peoria Greenway WTP,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
2160,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Peoria Greenway WTP,One_Hundred Year GWP Indirect Allocated to Demands,output
2161,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Peoria Greenway WTP,Pollutant Loadings,output
2162,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Glendale Cholla WTP,Total Final Energy Consumption,output
2163,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Glendale Cholla WTP,Total Activity,output
2164,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Glendale Cholla WTP,Energy Demand Final Units,output
2165,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Glendale Cholla WTP,Useful Energy Demand,output
2166,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Glendale Cholla WTP,Demand Coproduction,output
2167,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Glendale Cholla WTP,Primary Requirements: Allocated to Demands,output
2168,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Glendale Cholla WTP,Device Stocks,output
2169,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Glendale Cholla WTP,Device Sales,output
2170,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Glendale Cholla WTP,Device Retirements,output
2171,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Glendale Cholla WTP,Vehicle mileage,output
2172,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Glendale Cholla WTP,Stock Average On-road Fuel Economy,output
2173,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Glendale Cholla WTP,New Vehicle Rated Fuel Economy,output
2174,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Glendale Cholla WTP,Twenty Year GWP Direct At Point of Emissions,output
2175,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Glendale Cholla WTP,One_Hundred Year GWP Direct At Point of Emissions,output
2176,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Glendale Cholla WTP,Five_Hundred Year GWP Direct At Point of Emissions,output
2177,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Glendale Cholla WTP,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
2178,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Glendale Cholla WTP,One_Hundred Year GWP Indirect Allocated to Demands,output
2179,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Glendale Cholla WTP,Pollutant Loadings,output
2180,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Phoenix Deer Valley WTP,Total Final Energy Consumption,output
2181,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Phoenix Deer Valley WTP,Total Activity,output
2182,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Phoenix Deer Valley WTP,Energy Demand Final Units,output
2183,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Phoenix Deer Valley WTP,Useful Energy Demand,output
2184,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Phoenix Deer Valley WTP,Demand Coproduction,output
2185,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Phoenix Deer Valley WTP,Primary Requirements: Allocated to Demands,output
2186,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Phoenix Deer Valley WTP,Device Stocks,output
2187,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Phoenix Deer Valley WTP,Device Sales,output
2188,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Phoenix Deer Valley WTP,Device Retirements,output
2189,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Phoenix Deer Valley WTP,Vehicle mileage,output
2190,Demand\Industrial\Water infrastructure\Industrial\SRP\Treatment and distribution\Phoenix Deer Valley WTP,Stock Average On-road Fuel Economy,output
